whisper_init_from_file_with_params_no_state: loading model from '/home/kozi/Documents/_onlab_git/ami/whisper.cpp/models/ggml-small.en-tdrz.bin'
whisper_init_with_params_no_state: use gpu    = 1
[00:28:43.980 --> 00:28:52.260]   Wasn't like what do you have now? Wasn't that pretty much a thing you did down? Or was it just like a similar one? [SPEAKER_TURN]
[00:28:52.260 --> 00:28:53.160]   That doesn't exist.
[00:28:54.160 --> 00:29:00.320]   That is completely cut and pasted. That does not exist Nicely. done then, isn't it? [SPEAKER_TURN]
[00:29:00.320 --> 00:29:03.900]   Yeah, it's just quite impressive actually. It's it's a little bit surprising. [SPEAKER_TURN]
[00:29:03.900 --> 00:29:14.960]   A screenshot of Google. [SPEAKER_TURN]
[00:29:14.960 --> 00:29:15.500]   Oh. [SPEAKER_TURN]
[00:29:15.500 --> 00:29:22.820]   That's not very bright Maybe. you should make it exist then. Yeah. [SPEAKER_TURN]
[00:29:23.140 --> 00:29:49.340]   It's gonna be a little difficult, more difficult. Yeah, I mean I was going to, but you know, the whole drop down menus and stuff, what we wanna search for is not quite agreed on, we no longer agreed on what we wanna be able to search for. So yeah, do you wanna, you know, just get together and think about the different types of search we could possibly do, and then and then we could discuss at next meeting which options we a really wanna include. [SPEAKER_TURN]
[00:29:49.340 --> 00:29:50.160]   Mm-hmm. [SPEAKER_TURN]
[00:29:51.360 --> 00:30:16.300]   I would probably involve researching the query language a bit as well to see what that can do, you know. It would be nice to uh meet up and you can sort of show us a bit, you know, already so we don't sort of have to do all the work again, you know, just like figuring out stuff. No, no already, what? Just like accessing the corpus and stuff. [SPEAKER_TURN]
[00:30:16.300 --> 00:30:18.680]   Mm-hmm. [SPEAKER_TURN]
[00:30:18.700 --> 00:30:33.480]   just sort of how just see the basics of what you've done. Like just get a a quick look over and just take a search tutorial and say yeah, or like like you know the class paths, all that sort of thing. Like just say okay well here's you know everything's basic also, and then just yeah, just jump right in. [SPEAKER_TURN]
[00:30:33.480 --> 00:30:36.800]   It's the query. Yeah. Yeah. [SPEAKER_TURN]
[00:30:36.800 --> 00:30:41.760]   Yeah. In the morning I, would say. [SPEAKER_TURN]
[00:30:41.760 --> 00:30:48.060]   Well there's some I_M_D_ taking the class. By the by the way, you can't do any of that. [SPEAKER_TURN]
[00:30:48.060 --> 00:31:02.860]   The whole thing is, you know, that yeah, something like that could happen any time 'cause uh yeah, like my schedule is like a class break, class break, class, you know, sorta I_C_M_C_. So yeah, I know exactly, exactly. That's what I'm thinking. So something like that, and then if I have a class I can run off and do whatever. [SPEAKER_TURN]
[00:31:02.960 --> 00:31:12.200]   Time. Um yeah, maybe a minute or so. Yeah. What Monday? Forty six? Yeah, this Monday Just. [SPEAKER_TURN]
[00:31:12.200 --> 00:31:22.560]   Sure. Sure. [SPEAKER_TURN]
[00:31:22.560 --> 00:31:24.760]   It's possible. [SPEAKER_TURN]
[00:31:24.760 --> 00:31:28.160]   It really is alright. Yeah, well is there one time to do that or do you forward a little? [SPEAKER_TURN]
[00:31:28.160 --> 00:31:28.960]   It's forward. [SPEAKER_TURN]
[00:31:28.960 --> 00:31:31.220]   Unless you wanna do it absol um after. [SPEAKER_TURN]
[00:31:31.560 --> 00:31:33.860]   Yeah, that's an option too. Hmm? I'm drinking. [SPEAKER_TURN]
[00:31:33.860 --> 00:31:35.600]   Sure. [SPEAKER_TURN]
[00:31:35.600 --> 00:31:39.960]   Three is good though. Um but we haven't thought well, what was your what was your fair? [SPEAKER_TURN]
[00:31:39.960 --> 00:31:45.420]   Or three thirty. I just yeah. I think it's necessary, necessary. [SPEAKER_TURN]
[00:31:45.420 --> 00:32:01.540]   Three thirty in the in the computer room in here, and then we just have to go. If you can't can you get in the front door? Oh, we haven't got a key doo. Can none of you get in? Yeah, go on, find out. The c the c this computer room's in here, the M_S_C_ computer room. Right, is in there. Well do you [SPEAKER_TURN]
[00:32:01.560 --> 00:32:13.180]   me, I'll show you where our letters are all in there and we can all go in there. Yeah, exactly. You do need to have a key for it, like that's the thing that's going on the whole button. Yeah, somebody like that. [SPEAKER_TURN]
[00:32:13.180 --> 00:32:19.400]   The computer room. [SPEAKER_TURN]
[00:32:19.400 --> 00:32:19.740]   Okay. [SPEAKER_TURN]
[00:32:19.740 --> 00:32:28.200]   Yeah, it's only got it's crap, it's only got about four or five computers in there. It would do quite a good for our job 'cause it can all sit in there, it's not very ergonomic, we have people in there. Right. [SPEAKER_TURN]
[00:32:28.200 --> 00:32:29.640]   Is there a printer in there too? [SPEAKER_TURN]
[00:32:29.760 --> 00:32:45.540]   Yeah, it's right in there. And there's a photocopier with the code on it, yeah I think. It's cool yeah, Yeah. I think we could put it at your uh assignment looking, for what to do. Yeah. All the comments, I'm thinking. [SPEAKER_TURN]
[00:32:45.540 --> 00:32:59.020]   Mm-hmm. [SPEAKER_TURN]
[00:32:59.300 --> 00:33:05.420]   well, she doesn't call late. Hopefully it's not that man's, though it, might matter. [SPEAKER_TURN]
[00:33:06.200 --> 00:33:35.020]   Actually, it's not even confirmed yet. What? She doesn't even know what she's talking about. Maybe it doesn't happen at all. It's really quick, next week Should. we? Is it really? Well, it's supposed to be Next week. It's weak seems to be weak. I don't think we have a reading week now. I don't know. We have one class at least, when we like speech perception we, don't have any lectures. But I think we're having like all other classes. So I don't think there was an official one. [SPEAKER_TURN]
[00:33:35.020 --> 00:33:36.180]   an official one.
[00:33:36.260 --> 00:33:38.800]   Last semester, I think it was just like I called her, wasn't it? [SPEAKER_TURN]
[00:33:38.800 --> 00:34:04.380]   Um something like I think one of a couple classes I cancelled. Yeah. I think it goes up to the professor whether they did it or not. Well, I don't feel like he yeah, okay. Yeah. I think yeah. I think D_I_L_ will probably have one to make up for missing classes. D_I_L_ will probably have classes. Yeah. [SPEAKER_TURN]
[00:34:04.580 --> 00:34:06.620]   Just gonna have the last week. [SPEAKER_TURN]
[00:34:06.620 --> 00:34:09.320]   Okay. That's me Monday. [SPEAKER_TURN]
[00:34:09.320 --> 00:34:10.640]   Done? [SPEAKER_TURN]
[00:34:10.640 --> 00:34:20.500]   Yeah. Um I guess. That's it. Was there anything else? Do anyone know anyone? Why not? Like take care of this or should I take care of it? [SPEAKER_TURN]
[00:34:20.500 --> 00:34:21.240]   Okay. [SPEAKER_TURN]
[00:34:21.240 --> 00:34:22.580]   Oh, we trust you. Yeah. [SPEAKER_TURN]
[00:34:22.580 --> 00:34:39.980]   I don't know if there was something Oh. I, think he basically said um the same things as in the comments. If I could leave it. Maybe that? [SPEAKER_TURN]
[00:34:39.980 --> 00:34:40.780]   Yeah. [SPEAKER_TURN]
[00:34:40.780 --> 00:34:41.980]   Um
[00:34:41.980 --> 00:34:47.200]   there's really one multiple Windows from a single app. [SPEAKER_TURN]
[00:34:47.200 --> 00:34:49.620]   From a single app. [SPEAKER_TURN]
[00:34:49.620 --> 00:34:52.480]   But most will probably want to go with defaults.
[00:34:52.480 --> 00:34:58.780]   Yeah. Well, I think that was the same thing. I think the comments the basically the same as what he says. [SPEAKER_TURN]
[00:34:58.780 --> 00:35:04.980]   Yeah, exactly. Just the other comment about whether you wanna do both speaker characterisation and topic segmentation. [SPEAKER_TURN]
[00:35:04.980 --> 00:35:06.080]   Mm-hmm. [SPEAKER_TURN]
[00:35:06.080 --> 00:35:08.680]   Okay, that's probably it. I think I'm gonna say it. [SPEAKER_TURN]
[00:35:08.680 --> 00:35:22.460]   Yeah. And now we have seven percent of the persons? Go. So we need to t be okay both, right? If you're okay with uh having uh something [SPEAKER_TURN]
[00:35:22.460 --> 00:35:42.480]   Yeah, yeah. Should we turn this up or no? Is she still here? Yes, you are.


whisper_print_timings:     load time =   269.67 ms
whisper_print_timings:     fallbacks =  13 p /   6 h
whisper_print_timings:      mel time =  2486.02 ms
whisper_print_timings:   sample time = 38736.34 ms / 50087 runs (    0.77 ms per run)
whisper_print_timings:   encode time = 526068.06 ms /    85 runs ( 6189.04 ms per run)
whisper_print_timings:   decode time =  9498.52 ms /   278 runs (   34.17 ms per run)
whisper_print_timings:   batchd time = 497382.56 ms / 49321 runs (   10.08 ms per run)
whisper_print_timings:   prompt time = 115277.91 ms / 21136 runs (    5.45 ms per run)
whisper_print_timings:    total time = 1190277.12 ms
