[00:00.000 --> 00:00.940]  Okay. [SPEAKER TURN]
[24:00.480 --> 24:02.480]  Yeah. Yeah. Yeah. [SPEAKER TURN]
                         
[24:02.620 --> 24:03.640]  So I see. [SPEAKER TURN]
                         
[24:04.400 --> 24:07.060]  Good plan. [SPEAKER TURN]
                         
[24:12.240 --> 24:14.160]  Basically we got kind of this work maybe. [SPEAKER TURN]
                         
[24:14.160 --> 24:15.020]  Yeah that's, true. [SPEAKER TURN]
                         
[24:15.080 --> 24:15.800]  See how we can do that. [SPEAKER TURN]
                         
[24:16.120 --> 24:18.000]  Yeah, let's do that. I'm gonna make the vog in the short one. [SPEAKER TURN]
                         
[24:18.000 --> 24:20.240]  Weekend? The weekend's still four days off. [SPEAKER TURN]
                         
[24:21.180 --> 24:26.080]  Yeah, four. I'm still at the bottom of the mountain actually. [SPEAKER TURN]
                         
[24:26.100 --> 24:27.200]  How many hours is this? [SPEAKER TURN]
                         
[24:27.540 --> 24:29.520]  I don't actually have that much to do at the moment. [SPEAKER TURN]
                         
[24:29.880 --> 24:32.460]  Well should you play the important to explore any other [SPEAKER TURN]
                         
[24:32.760 --> 24:34.140]  Yeah. Yeah. [SPEAKER TURN]
                         
[24:34.140 --> 24:35.220]  Three hours yeah, [SPEAKER TURN]
                         
[24:35.400 --> 24:36.220]  Well [SPEAKER TURN]
                         
[24:36.220 --> 24:39.520]  How's your how's your um uh quantifier raising? [SPEAKER TURN]
                         
[24:40.100 --> 24:43.300]  Mm yeah. [SPEAKER TURN]
                         
[24:43.300 --> 24:47.620]  I can't remember what I'm supposed to do by the way. Am I supposed to do the summarisation thingy-bop? [SPEAKER TURN]
                         
[24:48.720 --> 24:49.220]  Mm. [SPEAKER TURN]
                         
[24:54.000 --> 24:54.380]  No. [SPEAKER TURN]
                         
[24:55.520 --> 24:56.180]  Who was doing that? [SPEAKER TURN]
                         
[24:56.180 --> 24:56.680]  Mm. [SPEAKER TURN]
                         
[24:59.280 --> 24:59.720]  You do. [SPEAKER TURN]
                         
[24:59.720 --> 25:01.880]  Oh really? You didn't do something. [SPEAKER TURN]
                         
[25:02.100 --> 25:02.940]  Well I'll do that then. [SPEAKER TURN]
                         
[25:02.940 --> 25:03.680]  These can be changed. [SPEAKER TURN]
                         
[25:04.420 --> 25:05.440]  Should I do that then? [SPEAKER TURN]
                         
[25:05.440 --> 25:12.200]  Um I don't know it, doesn't matter. If if you want to I, mean let's just you know play around with some extra stuff, you have some time. Why not. [SPEAKER TURN]
                         
[25:12.360 --> 25:13.700]  You should only do it for one minute. [SPEAKER TURN]
                         
[25:16.880 --> 25:19.100]  So what courses should I have picked are we not doing anywhere? [SPEAKER TURN]
                         
[25:19.100 --> 25:21.140]  Yeah. [SPEAKER TURN]
                         
[25:21.140 --> 25:29.780]  Well I'm doing communications of which we had one exercise and I've done that like two weeks ago. And that's in in two weeks. [SPEAKER TURN]
                         
[25:30.200 --> 25:33.620]  Is that in in Informatics courses? Or is that on? [SPEAKER TURN]
                         
[25:33.900 --> 25:36.320]  I would like digital, yeah. [SPEAKER TURN]
                         
[25:36.840 --> 25:37.760]  Okay. [SPEAKER TURN]
                         
[25:37.760 --> 25:37.840]  Okay. [SPEAKER TURN]
                         
[25:39.000 --> 25:47.880]  And then I'm doing um parallel programming languages in Sisters. Which we had one exercise as well and that seemed like Friday.
[25:51.500 --> 25:55.760]  Well I'm not doing any back-hand meetings, are you? [SPEAKER TURN]
                         
[25:57.020 --> 25:57.640]  I'm going away. [SPEAKER TURN]
                         
[25:57.640 --> 25:58.900]  So it's all okay. [SPEAKER TURN]
                         
[25:59.060 --> 25:59.480]  Yeah. [SPEAKER TURN]
                         
[25:59.480 --> 26:00.140]  Mm-hmm. [SPEAKER TURN]
                         
[26:00.480 --> 26:00.900]  Mm. [SPEAKER TURN]
                         
[26:01.640 --> 26:03.760]  Yes I'll, be happy when this week is over. [SPEAKER TURN]
                         
[26:04.220 --> 26:05.120]  Okay, me too. [SPEAKER TURN]
                         
[26:05.340 --> 26:07.420]  Happy halfway to the course you said we're fun. [SPEAKER TURN]
                         
[26:07.420 --> 26:09.340]  Yeah. [SPEAKER TURN]
                         
[26:10.500 --> 26:14.700]  I dunno Is. that about it though? I dunno. Anything else we need to discuss? [SPEAKER TURN]
                         
[26:14.840 --> 26:15.500]  Mm-hmm. [SPEAKER TURN]
                         
[26:16.480 --> 26:20.660]  Did we wanna meet before we talk to Steve next week?
[26:22.920 --> 26:31.100]  Well, I dunno. We'll probably get some work done over the weekend so, I know if after a D.M.L.G. or something maybe just have a little quick little update and just [SPEAKER TURN]
                         
[26:33.700 --> 26:34.200]  Yeah. [SPEAKER TURN]
                         
[26:34.200 --> 26:35.520]  We can always decide then, I dunno. [SPEAKER TURN]
                         
[26:35.860 --> 26:36.180]  Yeah. [SPEAKER TURN]
                         
[26:37.400 --> 26:39.960]  Um so what what are you planning to do over the weekend then? [SPEAKER TURN]
                         
[26:40.340 --> 26:40.860]  Search. [SPEAKER TURN]
                         
[26:41.460 --> 26:42.360]  Mm-hmm. [SPEAKER TURN]
                         
[26:42.420 --> 26:44.860]  You're gonna do the search. You're gonna come in the search. [SPEAKER TURN]
                         
[26:45.080 --> 26:45.280]  Yeah.
[26:45.960 --> 27:04.100]  Couldn't be that odd. Well, it'll be, you know, still a limited version of you know the next query. Uh, it won't be the whole thing but, um like we can just decide sort of the things that we do wanna do. Yeah. Well actually most of just dialogue acts and I suppose we'll
[27:10.960 --> 27:13.220]  There's some re topics.
[27:15.500 --> 27:18.580]  Yeah. [SPEAKER TURN]
                         
[27:18.820 --> 27:25.340]  It's just that I think we need to set ourselves some milestones because otherwise, you know. [SPEAKER TURN]
                         
[27:25.920 --> 27:38.260]  Yeah, we get behind schedule, yeah pretty, quick. Like you said, yeah. Well actually do we wanna set a date for interim of prototype? Specifically a date. [SPEAKER TURN]
                         
[27:40.820 --> 27:45.140]  And s well you decide I'm not very much for my prototype, are you?
[27:45.500 --> 27:54.340]  The production for is June twenty, two third of February. [SPEAKER TURN]
                         
[27:54.660 --> 27:57.620]  Um so so what's that two weeks, basically? [SPEAKER TURN]
                         
[27:57.700 --> 28:01.860]  Um well how about we get it done by then I, mean. [SPEAKER TURN]
                         
[28:02.740 --> 28:03.520]  If yeah. [SPEAKER TURN]
                         
[28:04.420 --> 28:09.740]  Then we can write about it in a in a interim report. You know, s you know now we've got something to show. [SPEAKER TURN]
                         
[28:09.780 --> 28:10.220]  So then
[28:15.500 --> 28:20.860]  I'm just looking at the middle of the deadlines. [SPEAKER TURN]
                         
[28:22.500 --> 28:23.000]  I see. [SPEAKER TURN]
                         
[28:23.000 --> 28:28.220]  Yeah. Um oh and the the search interface.
[28:30.840 --> 28:36.900]  Maybe you should decide pretty pretty early what kind of things you wanna be able to search for. [SPEAKER TURN]
                         
[28:37.180 --> 28:37.660]  Yeah. [SPEAKER TURN]
                         
[28:38.140 --> 28:43.980]  And then if you want you can give that to me and I'll I'll build you a nice you know a few tick boxes and drop-down menus. [SPEAKER TURN]
                         
[28:44.920 --> 28:51.820]  Wasn't like what do you have now? Wasn't that pretty much a a little bit dumb? Or was it just just some one? [SPEAKER TURN]
                         
[29:08.440 --> 29:09.320]  No. Oh that's that's that doesn't exist. That is completely cut and pasted. That does not exist. Nicely done though, isn't it? [SPEAKER TURN]
                         
[29:09.340 --> 29:11.480]  Yeah it's just quite impressive actually. [SPEAKER TURN]
                         
[29:11.480 --> 29:14.940]  A screenshot of Google. [SPEAKER TURN]
                         
[29:14.940 --> 29:15.560]  Oh. [SPEAKER TURN]
                         
[29:16.720 --> 29:20.740]  That's not very much. [SPEAKER TURN]
                         
[29:36.740 --> 29:39.680]  No it's not, isn't yeah. This I don't have on over the weekend. [SPEAKER TURN]
                         
[29:39.800 --> 29:49.340]  Yeah, I do wanna you know just get together and think about the different types of search we could possibly do and then and then we could discuss at next meeting which options we really wanna include. [SPEAKER TURN]
                         
[29:51.100 --> 29:51.580]  Mm-hmm. [SPEAKER TURN]
                         
[29:51.580 --> 29:56.040]  I would probably involve researching the query language a bit as well to see what that can do. [SPEAKER TURN]
                         
[29:56.440 --> 29:56.880]  Yeah. [SPEAKER TURN]
                         
[29:56.880 --> 30:16.400]  It would be nice to um meet up and you can sort of show us a bit you know already so we don't sort of have to do all the work again you know just like figuring out stuff. No no already well, just like accessing the corpus and stuff. [SPEAKER TURN]
                         
[30:16.400 --> 30:39.920]  Yeah. Just like all the and seeing the code and just sort of how just see the basics of what you've done. Like just get a a quick look over and just take a sorta tutorial and see how it works. Like you know the class paths all, that sort of thing. Like just say okay well here's you know everything's basic all set up and then just yeah just jump right in. Yeah. Yeah. Yeah. Yeah. Yeah. [SPEAKER TURN]
                         
[30:39.920 --> 30:40.920]  morning. [SPEAKER TURN]
                         
[30:40.920 --> 30:48.420]  No. Yeah. Well there's some I'm doing taking classes. By the by the way you can't do anything. [SPEAKER TURN]
                         
[30:48.420 --> 31:02.760]  The whole thing is you know something like that could happen any time, because uh yeah like my schedule is like a class break class break class. You know sort of I think it's time. Yeah I know exactly exactly. That's what I'm thinking. So something like that and then if I have a class I can run off and do whatever. [SPEAKER TURN]
                         
[31:03.260 --> 31:03.920]  Yeah. [SPEAKER TURN]
                         
[31:04.280 --> 31:05.900]  Oh my God. Um. [SPEAKER TURN]
                         
[31:06.160 --> 31:08.260]  Oh Monday, m Monday might be good. Um. [SPEAKER TURN]
                         
[31:08.260 --> 31:09.360]  Yeah. Well Monday.
[31:10.240 --> 31:20.580]  Yeah. Yeah. Anytime. Um not at not at noon or two or four. No in between those yeah, like one or three or [SPEAKER TURN]
                         
[31:29.580 --> 31:29.940]  Yeah. [SPEAKER TURN]
                         
[31:31.520 --> 31:33.160]  Yeah that's an option too. Hmm. [SPEAKER TURN]
                         
[31:33.280 --> 31:33.780]  Deep. [SPEAKER TURN]
                         
[31:35.260 --> 31:35.580]  Okay. [SPEAKER TURN]
                         
[31:35.860 --> 31:39.980]  Three's good though. Um but we haven't thought well, what's what's your fair? [SPEAKER TURN]
                         
[31:40.100 --> 31:40.820]  Or three thirty. [SPEAKER TURN]
                         
[31:41.920 --> 31:43.000]  I just yeah. [SPEAKER TURN]
                         
[31:43.380 --> 31:44.680]  Doesn't that spend any time? [SPEAKER TURN]
                         
[31:45.340 --> 31:48.780]  Three thirty in the in the computer room in here and we just have to go. [SPEAKER TURN]
                         
[31:49.220 --> 31:53.600]  If you can't can you get in the front door? Oh we haven't got a key do, Can none of you get in? [SPEAKER TURN]
                         
[31:53.600 --> 31:57.440]  We we can get in the three D through the the current remote control. [SPEAKER TURN]
                         
[31:57.860 --> 31:59.580]  I've not found that yet. [SPEAKER TURN]
                         
[31:59.720 --> 32:00.440]  Right it's in here. [SPEAKER TURN]
                         
[32:00.940 --> 32:05.220]  Well if you find me I'll show you where our letters all in there and we can look in there. [SPEAKER TURN]
                         
[32:05.220 --> 32:08.300]  We can look now afterwards. Yeah. [SPEAKER TURN]
                         
[32:08.780 --> 32:09.300]  Yeah. [SPEAKER TURN]
                         
[32:09.580 --> 32:10.300]  Alright. [SPEAKER TURN]
                         
[32:10.720 --> 32:11.920]  Just for thing. [SPEAKER TURN]
                         
[32:12.180 --> 32:13.140]  Yeah somebody, like [SPEAKER TURN]
                         
[32:13.220 --> 32:19.260]  I was asking Steve about that whether we can get in there whether he was gonna get us access into the the computer room. [SPEAKER TURN]
                         
[32:20.020 --> 32:20.580]  Yeah. [SPEAKER TURN]
                         
[32:20.580 --> 32:28.300]  It's only got it's crap so, we go out at four or five to meet soon but, it would do quite a good for our job because in Kindle sit-in-house it's not very ergonomic, we're peeking in at the moment. [SPEAKER TURN]
                         
[32:29.240 --> 32:30.640]  Yeah it's, pretty much. [SPEAKER TURN]
                         
[32:30.680 --> 32:33.740]  And there's a photocopier with the code on it yeah, I know. [SPEAKER TURN]
                         
[32:33.920 --> 32:34.800]  Yes. [SPEAKER TURN]
                         
[32:34.800 --> 32:35.200]  It's cool.
[32:35.220 --> 32:35.720]  Yeah. [SPEAKER TURN]
                         
[32:35.720 --> 32:42.220]  I think we should put it at your uh assignment. I'm not gonna include what I do. [SPEAKER TURN]
                         
[32:42.500 --> 32:50.700]  We've got it on my computer. What else might we do? So what time do we say? I just think it's better to do it afterwards than we have all the time. [SPEAKER TURN]
                         
[32:50.960 --> 32:51.580]  Oh right. [SPEAKER TURN]
                         
[32:51.580 --> 32:54.240]  Yeah, than have half an hour and then we'll initially run out. [SPEAKER TURN]
                         
[32:55.160 --> 32:55.580]  Yeah. [SPEAKER TURN]
                         
[32:57.080 --> 32:57.980]  Okay. [SPEAKER TURN]
                         
[32:58.620 --> 33:00.380]  Just long as DMLG doesn't go late. [SPEAKER TURN]
                         
[33:01.780 --> 33:03.540]  Hopefully it's not that man's out, it won't matter.
[33:06.200 --> 33:07.880]  Actually it's not even confirmed yet. [SPEAKER TURN]
                         
[33:08.600 --> 33:11.100]  What? She doesn't even know what she's talking about. [SPEAKER TURN]
                         
[33:12.720 --> 33:14.480]  Maybe it doesn't happen at all. [SPEAKER TURN]
                         
[33:14.720 --> 33:15.220]  Yeah. [SPEAKER TURN]
                         
[33:15.220 --> 33:23.120]  It's really a week next week. Should be. Is it really? Well it's supposed to be Next week. It's week six next week. [SPEAKER TURN]
                         
[33:24.560 --> 33:26.040]  I don't think we have a reading week now, does it? [SPEAKER TURN]
                         
[33:26.060 --> 33:34.820]  We have one class at least when we get like speech perception we, don't have any lectures, but I think we're having like a lot of classes, so I don't think there is not much point in [SPEAKER TURN]
                         
[33:34.820 --> 33:38.740]  I don't think there was an official one last semester. I think it was just like by call there, wasn't it? [SPEAKER TURN]
                         
[33:38.980 --> 33:42.080]  Um something like that I think one of a couple classes I cancelled. [SPEAKER TURN]
                         
[33:42.080 --> 33:46.720]  Some classes didn't, some classes didn't. It was already they didn't really know what was gonna happen. [SPEAKER TURN]
                         
[33:47.080 --> 33:47.640]  Yeah. [SPEAKER TURN]
                         
[33:48.080 --> 33:48.440]  Yeah. [SPEAKER TURN]
                         
[33:48.440 --> 33:49.340]  Oh well, [SPEAKER TURN]
                         
[33:49.500 --> 33:52.520]  It goes up to the professor whether they did it or not. [SPEAKER TURN]
                         
[33:52.520 --> 33:54.080]  Well I don't feel like it. Yeah, okay. [SPEAKER TURN]
                         
[33:54.340 --> 33:55.180]  No, I think [SPEAKER TURN]
                         
[33:55.180 --> 33:55.420]  But it won't. [SPEAKER TURN]
                         
[33:55.480 --> 33:59.960]  Yeah. I think D.I.L. will probably have one to make up for missing classes. [SPEAKER TURN]
                         
[34:00.560 --> 34:00.900]  What? [SPEAKER TURN]
                         
[34:00.900 --> 34:03.580]  D.I.L. will probably have classes. [SPEAKER TURN]
                         
[34:04.220 --> 34:04.460]  Yeah.
[34:04.840 --> 34:06.580]  I wanna have the last week. [SPEAKER TURN]
                         
[34:07.140 --> 34:09.320]  Okay. That's me Monday. [SPEAKER TURN]
                         
[34:09.800 --> 34:10.700]  Done? [SPEAKER TURN]
                         
[34:10.700 --> 34:20.500]  Yeah. Um I guess. That's it. Was there anything else? Do anyone know anyone? Why not? Like take care of this or should I take care of it? [SPEAKER TURN]
                         
[34:20.720 --> 34:21.180]  Okay. [SPEAKER TURN]
                         
[34:21.180 --> 34:22.600]  Oh wait, just uh yeah. [SPEAKER TURN]
                         
[34:22.680 --> 34:27.480]  I dunno if there was something. Well, I think he basically said
[34:29.580 --> 34:33.060]  um the same things as in the comments.
[34:34.060 --> 34:35.060]  If I could use it. [SPEAKER TURN]
                         
[34:37.980 --> 34:40.060]  Maybe not. [SPEAKER TURN]
                         
[34:40.060 --> 34:40.820]  Yeah. [SPEAKER TURN]
                         
[34:41.400 --> 34:42.060]  Um
[34:44.140 --> 34:47.500]  there's really wonderful multiple windows from a single app. [SPEAKER TURN]
                         
[34:48.820 --> 34:49.920]  From a single app. [SPEAKER TURN]
                         
[34:49.920 --> 34:52.580]  But most we'll probably want to go with the false. [SPEAKER TURN]
                         
[34:54.380 --> 34:57.060]  Yeah. Well, I think that was something else. [SPEAKER TURN]
                         
[34:57.140 --> 34:58.760]  I think the comments that basically say is what he says. [SPEAKER TURN]
                         
[34:58.840 --> 35:04.960]  Yeah, exactly. Just the other comment about whether you wanna do both speaker characterisation and topic segmentation. [SPEAKER TURN]
                         
[35:05.540 --> 35:06.020]  Mm. [SPEAKER TURN]
                         
[35:06.040 --> 35:08.680]  Okay, that's probably it. I'll try more soon. [SPEAKER TURN]
                         
[35:08.680 --> 35:13.520]  Oh. And now we have seven percent of the persons. [SPEAKER TURN]
                         
[35:13.560 --> 35:15.460]  Yeah. [SPEAKER TURN]
                         
[35:15.460 --> 35:19.040]  Okay good, So we need to t be okay boss, right? [SPEAKER TURN]
                         
[35:19.280 --> 35:23.080]  You're okay with uh having uh something. [SPEAKER TURN]
                         
[35:23.120 --> 35:24.200]  Yeah. [SPEAKER TURN]
                         
[35:25.920 --> 35:27.020]  Signing off and [SPEAKER TURN]
                         
[35:27.040 --> 35:27.400]  Yeah.
[35:29.320 --> 35:32.840]  Oh my God. Should we turn this up or no? [SPEAKER TURN]
                         
[35:33.840 --> 35:35.760]  For a panel now. [SPEAKER TURN]
                         
[35:36.600 --> 35:37.160]  Hmm.
[35:39.240 --> 35:42.520]  Is she still here? Yes you are. [SPEAKER TURN]
